tweets,location,category,latitude,longitude
"  Unbelievable,  The dual justice system in our country.  Unacceptable!
   ",Southwest Michigan,positive,43.6211955,-84.6824346
SpaceX page vanishes as Elon Musk joins  crusade via  ,"Jozi, South Africa",negative,-29.7366736,30.9708685
"  
must watch this video

",Etawah (UP) India,negative,26.8063069,78.9969944
"Found this new movement thingy. Might be worth it to try? 
",Hulst & Antwerp,positive,51.0591805,4.94132
"Will you trust Facebook after security breach scandal?
",United Kingdom,positive,25.2232283,55.1594933008754
  Weve been misjudging  this whole time.NOT!!! Auditing firm  approved of Facebooks privacy practices even whi,"Mumbai, India",positive,19.1334321,72.8882172
"A month on from deleting Facebook and I feel better if anything. I get better material to read, better access counter opinions and I've seen nearly as many cats, which could be better but you can only do so much.

 is a winner :-D","Ipswich, Suffolk, UK",positive,52.0579495,1.1526345
"If I'm reading this correctly, latest  data suggests  unique user numbers are up nearly 2% mom Feb-Mar despite  The only demograph where there is a drop is in 25-34 males. So much for  concerns","Dunbar, Scotland",negative,56.0021385,-2.5158237
   is the new Im moving to Canada: another mimetic act of showy but pointless moral grandstanding. Facebook,France,negative,46.603354,1.8883335
 but not before downloading &amp; archiving all of your funnyisms from years gone by  ,"Trinidad, CO",negative,37.169397,-104.5005411
The latest Affordable Social Media's Daily!  Thanks to   ,"Omaha, Nebraska",positive,41.2587317,-95.9378732
 of  ? - Weblog - ,Amsterdam,negative,52.3745403,4.89797550561798
  Go check out! The latest update on  Provided by    ,Anonymous Planet,negative,NA,NA
 Brainwashing and Authenticity in business ,"Perth, Western Australia",negative,-31.9527121,115.8604796
Here's another reason  has to go.. How the Fook do they know I ain't registered??    ,"Burnley, England",negative,53.7907262,-2.2439196
"Surely it can't be long before we go back to pigeon post, as the most reliable guarantee of privacy for our correspondence/political opinions...   ","Macclesfield, UK",positive,53.2606635,-2.1255158
scheduled  for april 27th.,"Leipzig, Deutschland",negative,51.3391827,12.3810549
I liked a  video  Hidden Secrets  - Database Explained!,"Dhaka, Bangladesh",positive,23.7593572,90.3788136
  A2: Nope. There isn't a reason to   is one of several tools we use to build our brands. It would,"Lagos, Nigeria",negative,6.4550575,3.3941795
"  apart from  i am also leaving my gmail account.   knows too much

  ","Hyderabad, India",negative,17.3886068,78.4608095675926
   Is Dead: Here's Why [David Deal]      ,Lebanon,negative,40.3429683,-76.4233816
"it is truly appalling that no "" tracks non-users too"" talk mentions  which belongs FB and grabs ALL the phone numbers in one's contacts, including those who do NOT have nor want whatsapp   ",Italy,negative,42.6384261,12.674297
  If you're not able to  try installing this  extension to protect yourself instead ,On Earth,positive,45.4011354,-75.7046446271709
Facebook is suck as fuck ,ä¸­å�Žäººæ°‘å…±å’Œå›½,negative,NA,NA
"  Why this Cambridge Analytica whistleblower thinks you shouldnt 

","Rotterdam, The Netherlands ",negative,51.92779805,4.48862326925829
"ICYMI: Facebook unilaterally strips 1.5bn of its users of protection offered by new European GDPR privacy law. It keeps their revenues in Ireland for tax avoiding purposes, mind   ",Brexit Buggered Blighty,negative,NA,NA
This open letter to Mark Zuckerberg is spreading across the internet. Sign &amp;  to get to 1 million to fix  CC   ,"South West, England",negative,52.7954791,-0.540240286617432
"  What actually happened during  congress hearing.

    ",South Africa,negative,-28.8166236,24.991639
"Whats the deal with  censoring black conservatives?

First  now  ?!?

I smell a racial sensitivity training day coming on at FB!

  ",My Human's Lap ,negative,NA,NA
  Looking forward to my trip to Oxford to talk about  In the world of  and  - w,Wiltshire,negative,51.25,-1.916667
"These f'ers never learn, until a hard lesson is taught and be given their own poison !!

    ",Sydney,negative,-33.8548157,151.2164539
 you mean ppl still use   hehe more fool them,"Sunshine Coast, Queensland",negative,-26.5443222,153.0507705
"  MeWe is the  Trending Social App. Lets wake up the world, MeWe is here and its a new day! MeWe offers great communication tec","Michigan, USA",positive,43.6211955,-84.6824346
" is trending on social media, and the Big Five Amazon, Google, Apple, Microsoft and Facebook  are growing more untrustworthy by the day.  via ",Sweden,positive,59.6749712,14.5208584
Go check out! The latest update on  Provided by     ,Indonesia and the world,negative,-6.7214001,108.549966341839
Looks like the  crowd fail to realize Messenger and Instagram are $FB owned.     ,Blockchain,negative,13.934226,121.6069019
"  Zuck trying water for the first time 

 ",Czech Republic,negative,49.8167003,15.4749544
"I completely agree. ""Social media is useful, but we have to be resposible.""  ",å®®å´Žå¸‚æ©˜é€šæ�±4ä¸�ç›®10-27ï¼ˆã‚«ãƒªãƒ¼ãƒŽå®®å´Žã��ã�°ï¼‰,positive,NA,NA
  Before you  try taking control  ,Milano/Palermo & viceversa,negative,NA,NA
"  By the way, we encourage all to delete their Facebook accounts if they have one and move to some alternative instead th","Chino, CA",positive,34.0133561,-117.690075
"   will not remove the filth of man's mind if we really want to improve, then we have to leave all evils","à¤®à¤§à¥�à¤¯ à¤ªà¥�à¤°à¤¦à¥‡à¤¶, à¤­à¤¾à¤°à¤¤",negative,NA,NA
"I completely deleted my  5 weeks ago. I find it weird now, that I'm receiving emails from them telling me about a friend request. I (naively) thought this meant my data was removed in it's entirety  ",Dublin,positive,53.3497645,-6.2602732
WHEN YOU FOUND OUT WHO'S BEEN RUINING YOUR LIFE THIS WHOLE TIME        ,DALLAS,negative,32.7762719,-96.7968559
"Hey, Facebook. If you know exactly what my personality is please give me a hint. Because me, myself and I have no clue. Fantastic read about the CA data mining thing  Medium     ","Bielefeld, Deutschland",positive,52.010877,8.540868
one reason again  ,Worlwide,negative,54.1339724,12.060808
EXCLUSIVE: .to put 1.5 billion users out of reach of new EU    ,"Hollyweird, CA",positive,NA,NA
 Criminals selling animal parts on  ,south africa,negative,-28.8166236,24.991639
  I have nothing to hide. But I don't want everyone knowing everything either. ,Earthbound BiPedal Mammal,positive,NA,NA
 You should be ashamed of yourselves for tracking users and Mark Zuckerberg is a slime ball. Deactivating  over a year ago was definitely the right choice.  ,Erf,negative,49.6416291,9.4354943
Another voice for   ,"Vancouver, British Columbia",negative,49.2608724,-123.1139529
" didnt delete SpaceX and Tesla from Facebook

He doesn't want to loose his 5 million followers because if he had deleted them he had to start afresh.

It's not surprising though, it is somewhat hypocritical to make bold claims in public. 

  ",Chennai,negative,13.0801721,80.2838331
"Social network puts 1.5bn users outside privacy laws 

 sucks and  as an ethical organisation is laughable.   

",Harpenden,positive,51.8214567,-0.3515703
  Facebook Is Trying to Exclude 1.5 Billion Users From Stricter Privacy Regulations. Fuck You Zuckerberg!  ,"London, England",negative,51.5073219,-0.1276474
"Install Privacy Badger add on so that you don't worry about this stuff. Or even better,  ""Login With Facebook data hijacked by JavaScript trackers  TechCrunch"" ",Macedonia,positive,41.6171214,21.7168387
"No Company Is So Important Its Existence Justifies Setting Up a Police State


. ",State of EirÅ�n,negative,NA,NA
"This is the crazy shyt about  I got a Note 4, had it since it came out back in '15. I disabled Facebook on my phone but ""I Can't  from this damn   What does that automatically let me know though, Verizon helped   ","CA, WA, World Wide",negative,38.6335152,-121.446343
"  If Mark Zuckerbergs new measures arent enough, heres how you can  ","Lahore, Punjab, Pakistan",negative,31.5195822,74.326297
"My Facebook has been deactivated again, probably under the accusations of being false. Maybe I should just leave it...?
","KÃ¸benhavn, Danmark",negative,NA,NA
"  amid  one designer imagined social media as desperate neon signage
 ",Dubai,negative,25.0750095,55.1887608818332
"  Facebook Hates Conservatives 
Or maybe Facebook is just Racist 
 
 
","North Myrtle Beach, SC USA",negative,33.8278405,-78.6800323
"amid  this designer imagined social media as hopeless, deserted motels...  ",Online = Worldwide,negative,NA,NA
" Good idea 
Lets play a game 
I will start

If you dont  you are a ..... 

person who gives not a flying fuck what a gazillionaire wil do with your privacy for money",In Europe,positive,57.6783173,18.6384635860988
"Zuckerberg is a fucking liar. What else is new. 
Facebook moves 1.5bn users out of reach of new European privacy law ",MontrÃ©al,negative,NA,NA
  Yep!!!  &amp; her serial killer hubby   accounts say it all!  &amp; ALL  apps,"San Diego, CA",negative,32.7174209,-117.1627714
"The company behind viral video brand  is looking to pivot away from Facebook   $FB 
",World Traveler,negative,NA,NA
