tweets,location,category,latitude,longitude
" Most IPL wins vs CSK:

13 times by MI
( 14th Ovarall including CL )

Next best: 7 wins by RCB/KXIP

 ",Amsterdam/Old Trafford!!,positive,NA,NA
   win. There is no reason why  cannot stage a comeback like the way they did in 2015.    Sensi,"MARANDAHALLI, DHARMAPURI ",positive,12.3881292,78.0169943
  Read how  stunned table-toppers  in    ,Northern Ireland,negative,54.6294982,-6.7654416
MS Dhoni today   ,pata nahi,negative,NA,NA
"  
Put your  thoughts on hold for a sec:

Our 'Senior Citizen'...returns to the scene after 18 years at",Coimbatore / Mumbai,negative,NA,NA
 say something about this otherwise  for others       ,rajsthan,negative,19.8697988,75.3886515
"CSK Just Lost 2 Games...
MI Won Just 2 Games..

Feel The Difference  !!

 
","Chennai || Bengaluru, India",positive,1.30640155,103.851579215984
" that was a clinical performance boys. Captain   batted responsibly and a good knock. Bowlers did an excellent job.  and  played well. That was a much needed win and let's get things right with this.
   ",Trivandrum,positive,8.5058909,76.9570481
"  does a 
     ",KMR/DALHOUSIE/PUNE/JMU/DELHI/,negative,NA,NA
"Pic 1 : Mumbai Indians before  (7th Match) in 
Pic 2 : Mumbai Indianss record in IPL (First 6 Matches)
Pic 3 : Mumbai Indians after 6th Matches...
Q. Will history repeat again ? 
 ",SRK's COUNTRY,negative,NA,NA
"   just gave 2 points to  (gave life for them in  this year's  and checks whether  can make playoffs with the remaining matches  If they can, then he will reply back in the playoffs  
 
  ",à®•à®©à®µà¯� à®‰à®²à®•à®®à¯� â�£ï¸�,negative,NA,NA
And MAN OF THE MATCH Goes To... ROHIT SHARMA           ,Viperville!!!,negative,37.179174,-83.148637
"Team at bottom (Mumbai Indians) beats the team at Top(Chennai Super Kings) ..its the beauti of IPL.
",à¤¨à¥‡à¤ªà¤¾à¤²,positive,NA,NA
  are alive in  ....now they can   riverly also continues    ,KANPUR,positive,26.4609135,80.3217588
"  Match no 27 

CSK vs MI 

MI will win 100% 

 

",à¤—à¤¾à¤‚à¤µ à¤®à¥‡à¤‚,positive,NA,NA
 &amp;  wishing  are things of beauty!!!    ,MumBhai,positive,-20.3206934,57.4846431
Only on support Chennai super kings       ,"Gandhidham, India",positive,23.0718743,70.131715
"Can  do from here what they known for in this league
 
","Patan, India",negative,23.7670684,71.7532426600558
" 79 gang  

14 - 12 . !!

Wait till next year before trolling MI. 

     ",à®‡à®®à®¾à®²à®¯à®¾à®¸à¯�,negative,NA,NA
"Top of the table still.. no worries...
 back on track, still a long way...
 - Not bad performance though.. but not an entertaining match.. no thrill in a last over finish game 
  ",Mettupalayam,negative,13.0796736,80.0962763
  Just the beginning    ,sivakasi,negative,9.45083,77.7976686
"  Upper se ye kahte h inhe IPL nhi khilate h.

Pak 168 all out against Kent.



   ",haryana,negative,29.0,76.0
"Rohit on batting at no 3: It was the match situation. Ishan was going to come in but we wanted to keep the left-right combination going.

  Live updates: ",Where sport happens.,negative,NA,NA
"   --  register a convincing eight-wicket win over    
",Puducherry,positive,11.9340568,79.8306447
This could be possible since Ritika Bhabhi gets more screen time than Sakshi Bhabhi and Anushka Bhabhi combined   ,"Mumbai, Maharashtra",negative,19.1334321,72.8882172
Whenever Rohit Sharma has come in at number 3 for  they've done really well; especially in batting. Today's been no exception either!    ,22 Yards,positive,37.2923387,-81.3101007
"   is back in the game in a style.
Defending champions.  
Congrats   Sharma ji.. ","Varanasi, India",positive,25.3356491,83.0076292
"  
Sir Heard that you are in China , Can you please bring me one plus 5T mobile which is cheaper than India, 
 you can deduct the price of it from, 15 Lacs you are going to credit my account .
Thanks

",hyderabad,positive,17.3886068,78.4608095675926
" So finally Rohit Sharma's unbeaten fifty gives MI their second win in  
Needed win as well as expected because with this win 2015 could be repeat itself.
",Punjab,positive,30.9293211,75.5004841
"Mumbai Indians  Desperately needed a Win .
Mumbai Indians Desperately needed his Skipper  to get some runs .

Both Happened Today   
Mumbai Won - Well Played Raina 

 


   ","Kursk, Russia",positive,51.739433,36.179604
Can't expect to win each game. Well done to  Special captain's knock from the HITMAN  They needed that win like hell!  ,"Greater Noida, India",negative,28.4670734,77.5137649
"  Dont perform for your country.
There is IPL.
Dont perform for your IPL team.
There is a career in commentary.

No mat",Hyderabad,negative,17.3886068,78.4608095675926
"Most IPL wins vs CSK:

13 times by MI

Next best: 7 wins by RCB/KXIP

 ","Kandukur, India",positive,15.213,79.9071
 Brother You retained by the  just for fielding bcz  has bowled only 10 overs in 7 matches in this  Is any chance when u bowl your complete 4 overs or u continue playing as a fielder?,Fatehabad-haryana,positive,29.5337732,75.5646510048888
"So finally MI taste victory, congrats to th skipper  well played under pressure. Some fantastic knock frm    well done  hard luck         ","Sambalpur, India",positive,21.4,83.883333
"This guy should be PLAYING  &amp; not just commentating! Who agrees??!!!

         ",Dubai,positive,25.0750095,55.1887608818332
"  For the second day in a row, the bottom-placed team wins in  

Rohit inspires Mumbai to victory over table-topping CSK",Pakistan ,positive,30.3308401,71.247499
This snake in  movie and  in  both are serving the same purpose..   ,à®‡à®¨à¯�à®¤à®¿à®¯à®¾,negative,NA,NA
"wt a classic innings by    
 
","à²¬à³†à²‚à²—à²³à³‚à²°à³�(Bengalooru),Karnataka",negative,NA,NA
"  Bowling Thakur ahead of Bravo looked to be one of those ""throwing an inexperienced bowler in the deep end"" move.

MSD","London, England",negative,51.5073219,-0.1276474
"  Target~170
Who will win?
     ",kAnpUR,positive,26.4609135,80.3217588
This was a dud performance by   ... guess for the TRPs ... teams are helping Mumbai to stay a lil longer   ,Sunny Ahmedabad ...India,positive,NA,NA
"/Losses like these make you humble. If you keep winning, you don't know the areas you've to work hard. It's a good game, gives us an idea of what we should do in such situations/  rocks. This is what makes the man great! ","Austin, TX",positive,30.2711286,-97.7436995
" loss.
It's time for haters now.
But No Problem  stay on Top 
 ","Jhumri Telaiya,jharkhand",negative,NA,NA
"  Most misbehaving app is
 coz every body gets to be a troll..most well behaving app is  coz its bout job",Pondicherry ,negative,11.9340568,79.8306447
"Batting looks so easy when  bats.
 ","Trivandrum, India",positive,8.5058909,76.9570481
"Mumbai Indians can't lose when rohit Sharma plays well 

  ",aligarh/coimbatore,positive,NA,NA
 Yeah only this time they screwed it up for   ,mumbai,negative,19.1334321,72.8882172
" so finally some points for us   fine captains knock to guide us home with victory, a much needed one.

Need to carry on this momentum for the remaining    
Still Long long way to go...!","Navi Mumbai ,India",positive,19.0308262,73.0198537
Mumbai Indians won by 8 wkts!   ,"Chicago, US & Chennai, India",positive,NA,NA
"losing chepauk as the home ground proved to be a big blow for CSK with the ball not spinning at pune......
hard luck CSK, well fought MI     ","à¤†à¤¸à¤¾à¤®, à¤­à¤¾à¤°à¤¤",negative,NA,NA
 won congrats    ,"Nellore, India",positive,14.4493717,79.9873763
"CSK v 4th Team

IPL Final Prediction

 ",San Francisco,negative,37.7647993,-122.4629897
Quite a lot of similarity between  and  ...What a timing for  and  to find form at the right moment to be alive in the tournament and keep the points table interesting for everyone!!! ,Somewhere Here On Earth ðŸŒ�,positive,NA,NA
"     congooo   Captain knock by  , well played ","Bilimora, India",positive,20.7671693,72.9693451
"That Irritating moment
We won the game but still not increased the points
 
 
 
 
 
 ",EarthðŸŒ�,negative,NA,NA
"

After Game 27
 13-10
 

",In a Bubble,negative,45.904955,-120.733262
" timesofindia "" toisports:  

Mumbai Indians (170/2) beat Chennai Super Kings (169/5) by eight wickets to register second win of the season

FOLLOW: ","Raipur, Chhattisgarh",positive,21.2379468,81.6336833
"  Well played   - Great starts for  46 off 35 balls.. 

     ",vellore,positive,12.9071753,79.1309695
"  . Live Score 2018,  vs  in Pune: Mumbai Indians Win by 8 Wickets

  

","à¤œà¤¬à¤²à¤ªà¥�à¤°, à¤­à¤¾à¤°à¤¤(INDIA)",positive,NA,NA
"Most misbehaving app is
 coz every body gets to be a troll..most well behaving app is  coz its bout jobs. Irrelevant hashtags trending now   ",pondicherry,negative,11.9340568,79.8306447
" is the  of  
 
 
 ",Navi Mumbai,negative,19.0308262,73.0198537
Thakur handed our a L to CSK. He's a liability to that team. Every team goes after his bowling.  ,"Hyderabad,India",negative,17.3886068,78.4608095675926
"
Well played  It's a must win match for you guys and you nailed by playing a very wonderful innings responsibly. 
Win or loss, I'm always proud to being a  fan!!!



 
 
","Chennai,India",positive,13.0801721,80.2838331
 Finally  back with smile  ,"Kolhapur Maharashtra, India",positive,16.7028412,74.2405329
"Every Rohit Sharma haters right now..

 
 
 
 ","GHAZIABAD , INDIA",negative,28.6711527,77.4120356
"
And is it going to be the same story for  again..well for now atleast it's heading in that direction!   ",Patna,negative,25.6093239,85.1235252
"Tomorrow match predication-
1) SRH
2) KKR. 
",The Capital of GUJARAT. ,negative,23.288934,72.4414542
"So  ,  &amp;  are now equal in terms of matches and points on the  points table.

7 matches - 5 wins - 2 losses - 10 points

","coimbatore, india",positive,11.0018115,76.9628425
Hitting 200 ++++ runs have never been hard to see your but hurt bulls we are lions we will roar      ,UNIVERSE,negative,55.85881005,-4.00208685912683
"Finally  in the Spree of Winning Matches, Beat  by 8 wickets In Chase of 170. Captain  leading from the front    ",Nashik,positive,20.216667,74.083333
"   Mumbai Indians 170/2 (19.4 overs)(R Sharma 56*, E Lewis 47) beat Chennai Super Kings 169/5 by 8 wickets in Pune",puttaparthi,positive,14.1636778,77.8124982
" keep you  -   



 
 
 
",IT & Traffic City ,negative,45.6190935,9.9264068
    Back to WINNING WAYS!! YEAH! Fiery Innings by captain Hit-Man,"Vellore, India",positive,12.9071753,79.1309695
Well fought!                     ,"Chennai, Indias",negative,13.0801721,80.2838331
"Finally !! Finally!! Finally !!
 wins their second match of this  season defeating  tonight by 8 wickets with skipper  being the top-scorer.
   
 ",New Delhi/UP,positive,28.5994075,77.1671267
"Jeet gey
MI Fans Right Now! 
Wooh......... 
   

 
 ",Not Found!,negative,41.8463966,-72.9657804
"
Vinay kumar, Dinda and shardul thakur are best friends.
   ",à¤¨à¤¹à¥€ à¤®à¤¿à¤²à¥€,positive,NA,NA
". batting stance looks so lazy
but
shots are top class like as aravinda de silva`s
 ",amaravati,positive,16.5744201,80.3556079
Mumbai Indians beat Chennai Super Jhingas by effing 8 wickets!! Woohoooo!!    ,|| BOMBAY ||,positive,19.1334321,72.8882172
"This is call ""Leading From the Front""......
Congratulations  for the match winning performance.
  
 ","West Bengal, India",positive,22.9964948,87.6855882
