tweets,location,category,latitude,longitude
"Facebook Privacy: Third Party App Facebook Access
    ","Kentucky, USA",positive,37.5726028,-85.1551411
So when we kid on that Facebook is listening. I ain't kidding no more! This popped up on my suggested posts. Never have I searched for shoes for my wedding. Yet here are wedding trainers with the exact date of my wedding    ,"Glasgow, Scotland",positive,55.856656,-4.2435817
"Facebook needs to target ""Hate Groups, Stalkers, Bullies, Advocates of Violence, Harassive Posts"" urges End Discrimination Now. 
All FAKE SITES need to be scrutinized for illicit ""agendas"". ""We know the signs"", Foumder asserts.    ",Manhattan NY,negative,40.7902778,-73.9597222
"           Let him who is without sin cast the first stone...

",Metroville,positive,14.4098536,120.923550281862
"Facebook will move the data of 1.5 billion users to avoid  new privacy law. This shift in responsibility comes despite  promise to protect user  
The old privacy switcheroo:  |  
   ","Phoenix, AZ, USA",negative,33.4485866,-112.0773456
Maybe we should have seen this coming sooner. Facebooks been asking this question periodically for months.   ,"Edinburg, TX",negative,26.3013982,-98.1624501
"I find it rather hilarious how many ""important updates to our policy"" emails I've been getting the past couple weeks. I'm sure it's purely coincidental that I happen to be getting these updates during the  saga.","Marlborough, MA",positive,42.3459271,-71.5522874
New Yorkers interest in deleting  accounts doubled in March   ,"Watertown, NY",positive,43.9747838,-75.9107565
"   FB Leaning Left
 
 ","Manila, Philippines",negative,14.5906216,120.9799696
  A  cartoon from the current issue of Prospect magazine.  ,Shropshire in England,positive,52.65233935,-2.64356407027027
"  How can companies make the  work in light of the  With a  Bill of Rights, says ","San Mateo, CA",negative,37.496904,-122.3330573
" +1-844-891-8764    Number |  Tech  Phone Number
 ","California, USA",positive,36.7014631,-118.7559974
"  Who's To Blame: Facebook or Cambridge Analytica or Us the Users?

Listen to  and I thoughts on ",Chicago,negative,41.8755546,-87.6244212
"Who's To Blame: Facebook or Cambridge Analytica or Us the Users?

Listen to  and I thoughts on  


 ","Manassas, VA",negative,38.744947,-77.4824442252427
" 
Never could stand Facebook! ","New Orleans, LA",negative,30.03280175,-89.9750054503052
" did not even mention  connection to Cambridge university, ","walnut creek, ca",negative,43.5936451,-79.5280653
"Why yes  DOES go against your TOS/Community Standards. And...all those that work their know better. You do. Be adults, and not pansy little wishy washy children.      ","Idaho, USA",positive,43.6447642,-114.0154071
Coming up next Sam Park from Instinct Media on keeping your privacy to yourself!    ,"Surrey, British Columbia",negative,49.185294,-122.846375
"    ""The strong and immediate reaction to  data misuse incident should serve as a warning shot","Ottawa, Ontario Canada",positive,45.421106,-75.690308
Feb 24 2017 around noon Kathryn o Donnell and her husband hacked into a customer email complaint to get personal info to retaililate against. With the consent from Jeremy Van ommeren and Doug Barnes.      ,"North Carolina, USA",negative,35.6729639,-79.0392919
"  In congressional hearing, Rep.  grills  CEO Mark Zuckerberg on diversity hiring and retention pr","durham, NC",negative,35.9966551,-78.9018115
"  My  cartoon
   ",UK,negative,54.7023545,-3.2765753
  17 March 2018. Christopher Wylie reveals the truth about the Facebook data breach. We can show you everything about it.,Pune,positive,18.5203062,73.8543185
"  ""The strong and immediate reaction to  data misuse incident should serve as a warning shot for all companies collecting and using consumer personal data.""       ","Cary, NC",positive,35.7882973,-78.7811925
"  Enough Facebook in our Face!

Sorry I ever started a page there.

 ","Illinois, USA",negative,40.0796319,-89.4339809
"Will be posting some screen shots this evening of our work in progress, hopefully give you all a better insight as to what we are doing and how it will work      ","Bournemouth, England",positive,50.74467035,-1.85798090318094
Hopefully Facebook can keep our privacy their number one standard for the rest of 2018! Comment what you think about Facebook?   ,"Spicer, MN",positive,45.2330198,-94.9400088
"Now there is a smart speaker that I wouldn't trust to have in my home.


",Toronto + Thunder Bay Ontario,negative,NA,NA
Push for  regulation continues after survey confirms broad support as spillover from the  continues...perhaps if  appeared to be less of a  and more human like   would things be different?  Matters! ,"Folsom, CA",positive,38.6779591,-121.1760583
"Hey  what if I don't have any  account? Why the compulsion? What after 'skips' get over? May I enjoy watching?
   ",Akkalkot ,positive,17.5261113,76.2059338
"  So this is what I call a successful advertising 
    ",?????? ?????,positive,NA,NA
A  cartoon from the current issue of Prospect magazine.  ,"Broadstairs, Kent. Have pens, will travel",positive,NA,NA
"Well  you ""only"" use data that i have give you permision to? have you already forgot  ?? ",Denmark,positive,55.670249,10.3333283
Is Twitter selling our data ? Do we even have our data  on Twitter? ,"Connecticut, USA",negative,41.6500201,-72.7342163
" to warn of higher costs as  scandal takes bite out of profits
   ","Lahore, Pakistan",negative,31.5195822,74.326297
"  Facebook's ""Shadow Profiles"" how they work and how they affect your       ","Dubai, United Arab Emirates",negative,25.0750095,55.1887608818332
"Facebook's ""Shadow Profiles"" how they work and how they affect your         ","Detroit, Michigan",negative,42.3486635,-83.0567375
" Amen 
Read my comments below  posting. 

  
 ","Houston, TX Eng, Span, Fr",negative,NA,NA
   says it will provide data to elections researchers  - ,"Narayanganj, Bangladesh",negative,23.617983,90.505575
"a final reason for finally saying goodbye to my personal Facebook account... GONE...... 
 ",Lower Slobbovia,negative,NA,NA
"After  scrutiny, is  next? | ETtech    ","Noida, Uttar Pradesh",negative,28.5726442,77.3547609
Good idea. Exams for 4 year old could focus on their likes and interest and sell that data to Facebook to target adverts when they join when they are 6. Quids in.  ,London UK,positive,51.5073219,-0.1276474
   Recent headlines have been dominated by  in the wake of the   revelat,"Zug, Switzerland",negative,47.1679898,8.5173652
. did a good segment on Facebooks attempts to scapegoat  - keeping up pressure for FB to get a handle on the situation.  ,Santa Cruz County CA,negative,37.050096,-121.9905908
"Trevor Noah on Facebook Scandal &amp; Mark Zuckerberg .   
",Switzerland,negative,46.7985624,8.2319736
 says it will provide data to elections researchers  - ,"Dhaka, Bangladesh",negative,23.7593572,90.3788136
"The major concern with social media is government's willingness; to open up back door's for end-to-end encryption, like $FB exposing users privacy and making a mockery of the legal system. 
 
 ","Melbourne, Victoria",positive,-37.8142176,144.9631608
   How do I opt out of your awful new email terms of service that allow you to mine my contacts personal informatio,Cambridge Ontario ,negative,43.385339,-80.310402
Kogan developed the app that harvested data from  users.    ,"San Francisco, CALIFORNIA",negative,8.6545394,-73.3676149
  A swath of editorials in the April 20th Earth Day issue of  --   ,Dayton ohio,negative,39.7589478,-84.1916069
"AT WAR WITH CONSERVATIVES 

Facebook,  Google and Blasting TWITTER are at war with Conservatives online 
TIME PATRIOTS TO FIGHT BACK OURSELVES 


 
",United States - Florida????,negative,27.7567667,-81.4639835
"  After 10 Hours of Questions for Mark Zuckerberg, Here's What I Still Want to Know.  ",Halifax,positive,53.7229229,-1.8604874
"A swath of editorials in the April 20th Earth Day issue of  --       | Courtesy edition of WSV here:  | To subscribe, send your billing request to news ","Sooke, BC, Canada",positive,48.382706,-123.732147
"  Fave moment of the week. ""You guys are trying to win back the public's trust, but you're running away from reporters - how","Victoria, British Columbia",positive,48.429201,-123.365479
"  Do you believe in coincidences?

How many before it becomes mathematically impossible?

 
 ",Republic of Texas,negative,33.6484152,-98.1344186
  New poll: Facebook is the  Big Tech company that respondents believe should be heavily regulated; Amazon the least. Via ,"Somewhere, USA",positive,45.429917,-122.6209775
"  IT'S A GROWING LIST OF COINCIDENCE-
  
 


","Sydney, but gie me ma £10 back",positive,NA,NA
  What Zuckerberg Forgot To Mention  by         ,France / Côte d'Azur,negative,49.5266894,0.2528197
The  has brought up a new issue of  - how do companies use  mining for users' info? ,"Berkeley, CA",negative,44.3669375,-80.7272504
"Social media is dragging our level to unknown destiny.

It is designing mind.
And uncontrolled control over our subconscious.
 
 
",Mother Earth,negative,50.8637864,0.475880768723191
Kids are better equipped about online security for sure.  ,Dubai,positive,25.0750095,55.1887608818332
"  Took Steps to Secure Yourselves of Harm?    
In other words... poor reading skills ",Stateless,negative,NA,NA
